date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:54:39	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:38%20GMT	https://dailyhousie.com/Ui/adminUi/php/resetTNO.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/resetTNO.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:39	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:39%20GMT	https://dailyhousie.com/Ui/adminUi/php/book.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/book.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:39	14/14	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:39%20GMT	https://dailyhousie.com/api/gameApi/generateWinTicket.php	C:/users/Jay/Subh/dailyhousie.com/api/gameApi/generateWinTicket.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:39	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:39%20GMT	https://dailyhousie.com/Ui/adminUi/php/resetCall.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/resetCall.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:39	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:39%20GMT	https://dailyhousie.com/Ui/adminUi/php/resetTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/resetTicket.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:40	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:39%20GMT	https://dailyhousie.com/Ui/adminUi/php/resetAgent.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/resetAgent.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:40	7/7	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:40%20GMT	https://dailyhousie.com/Ui/adminUi/php/addTicketBackup.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/addTicketBackup.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:40	2314/2314	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:40%20GMT	https://dailyhousie.com/Ui/commonApi/getLastTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/commonApi/getLastTicket.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:40	1206/1206	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:40%20GMT	https://dailyhousie.com/Ui/commonApi/getLastWinner.php	C:/users/Jay/Subh/dailyhousie.com/Ui/commonApi/getLastWinner.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:40	243/243	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:40%20GMT	https://dailyhousie.com/Ui/commonApi/getLastNumber.php	C:/users/Jay/Subh/dailyhousie.com/Ui/commonApi/getLastNumber.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:41	321/321	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:41%20GMT	https://dailyhousie.com/Ui/commonApi/getLastBusiness.php?type=admin	C:/users/Jay/Subh/dailyhousie.com/Ui/commonApi/getLastBusinessaa94.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:41	2/2	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:41%20GMT	https://dailyhousie.com/Ui/adminUi/php/getCurrentTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getCurrentTicket.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:41	2/2	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:41%20GMT	https://dailyhousie.com/Ui/adminUi/php/getCurrentWinner.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getCurrentWinner.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:42	17/17	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:42%20GMT	https://dailyhousie.com/Ui/adminUi/php/checkLastTransaction.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/checkLastTransaction.html	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:42	919/919	---M--	200	added ('OK')	application/pdf	date:Tue,%2030%20Jul%202024%2016:24:42%20GMT	https://dailyhousie.com/Ui/commonApi/printPdf.php?type=	C:/users/Jay/Subh/dailyhousie.com/Ui/commonApi/30_07_2024%2004_24_42%20PM47d9.pdf	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:42	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63c84b7a-7d3fc73fa63acbad;gz%22	https://dailyhousie.com/Ui/adminUi/recorded.wav	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/recorded.wav	(from https://dailyhousie.com/Ui/adminUi/js/audioAnnouncement.js)
21:54:43	16/16	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:42%20GMT	https://dailyhousie.com/Ui/adminUi/php/uploadVoiceAnnouncement.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/uploadVoiceAnnouncement.html	(from https://dailyhousie.com/Ui/adminUi/js/audioAnnouncement.js)
21:54:43	324/324	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:43%20GMT	https://dailyhousie.com/Ui/agentUi/php/login.php	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/php/login.html	(from https://dailyhousie.com/Ui/agentUi/js/home.js?v=53)
21:54:43	27181/27181	---M-Z	200	added ('OK')	text/html	etag:%226a2d-6608a1e4-1202dacdcd25649b;gz%22	https://dailyhousie.com/Ui/agentUi/home.html	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/home.html	(from https://dailyhousie.com/Ui/agentUi/js/home.js?v=53)
21:54:43	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63c84b7a-7d3fc73fa63acbad;gz%22	https://dailyhousie.com/Ui/agentUi/php/saveJsonFile.php	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/php/saveJsonFile.php	(from https://dailyhousie.com/Ui/agentUi/js/home.js?v=53)
21:54:43	846/846	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:43%20GMT	https://dailyhousie.com/Ui/agentUi/php/getJsonFile.php	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/php/getJsonFile.html	(from https://dailyhousie.com/Ui/agentUi/js/home.js?v=53)
21:54:44	370/370	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:44%20GMT	https://dailyhousie.com/Ui/agentUi/php/getBusinessInfo.php	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/php/getBusinessInfo.html	(from https://dailyhousie.com/Ui/agentUi/js/home.js?v=53)
21:54:44	32/32	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:44%20GMT	https://dailyhousie.com/Ui/agentUi/php/getAgentJson.php	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/php/getAgentJson.html	(from https://dailyhousie.com/Ui/agentUi/js/home.js?v=53)
21:54:44	181/181	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:44%20GMT	https://dailyhousie.com/Ui/agentUi/php/getSoldTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/php/getSoldTicket.html	(from https://dailyhousie.com/Ui/agentUi/js/home.js?v=53)
21:54:44	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:44%20GMT	https://dailyhousie.com/Ui/agentUi/php/getAgentList.php	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/php/getAgentList.html	(from https://dailyhousie.com/Ui/agentUi/js/home.js?v=53)
21:54:45	66384/66384	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:44%20GMT	https://dailyhousie.com/Ui/agentUi/php/getAllTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/php/getAllTicket.html	(from https://dailyhousie.com/Ui/agentUi/js/home.js?v=53)
21:54:45	2347/2347	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:45%20GMT	https://dailyhousie.com/Ui/agentUi/php/getTicketDetail.php	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/php/getTicketDetail.html	(from https://dailyhousie.com/Ui/agentUi/js/home.js?v=53)
21:54:45	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:45%20GMT	https://dailyhousie.com/Ui/agentUi/php/getAgentDetail.php	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/php/getAgentDetail.html	(from https://dailyhousie.com/Ui/agentUi/js/home.js?v=53)
21:54:45	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:45%20GMT	https://dailyhousie.com/Ui/agentUi/php/book.php	C:/users/Jay/Subh/dailyhousie.com/Ui/agentUi/php/book.html	(from https://dailyhousie.com/Ui/agentUi/js/home.js?v=53)
21:54:46	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:45%20GMT	https://dailyhousie.com/Ui/adminUi/php/searchAgent.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/searchAgent.php	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:46	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:46%20GMT	https://dailyhousie.com/Ui/adminUi/php/shuffleTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/shuffleTicket.php	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:46	12/12	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jul%202024%2016:24:46%20GMT	https://dailyhousie.com/Ui/adminUi/php/getFirstSixTicket.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/getFirstSixTicket.php	(from https://dailyhousie.com/Ui/adminUi/js/home.js?v=90)
21:54:46	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2030%20Jul%202024%2016:24:46%20GMT	https://dailyhousie.com/Ui/adminUi/php/printPoster.php	C:/users/Jay/Subh/dailyhousie.com/Ui/adminUi/php/printPoster.73.delayed	(from https://dailyhousie.com/Ui/adminUi/home.html)
